username,MeanMoves,StdMoves,MeanEloDiff,WinRate,WinRate_PosEloDiff,WinRate_NegEloDiff,Mean_ACPL,Std_ACPL,Mean_Game_ACPL_Variance,After_opening_ACPL,Mean_Material_Imbalance,Std_Material_Imbalance,FightingCapability,n_loss_games,ComebackIndex,n_loss_games_for_comeback,CollapseIndex,n_win_games
ayahari,33.0,12.889272024956774,-18.75,68.75,25.0,81.81818181818183,64.8146990356619,19.70307620160804,10797.810879945791,86.69167869207475,-0.6712498663332875,1.4149082682824596,0.5107124655902284,9,0.4444444444444444,9,0.0,7
azuaga,44.0,15.509137091835036,-6.375,34.375,28.57142857142857,38.88888888888889,50.9112529382727,22.663274803807088,11893.5633079216,65.46957848218169,-0.0374287312455488,0.8888850318882869,0.3300659391987645,12,0.25,12,0.3333333333333333,6
babakvos,31.9375,12.422929069533753,-31.875,56.25,40.0,63.63636363636363,60.82080575133468,25.67002344713572,13193.638722959611,68.09207585319308,-0.0600270141316807,2.69934442926364,0.5818390350977852,14,0.5,14,0.1428571428571428,7
bamamatt,33.0,13.038404810405298,2.8125,56.25,33.33333333333333,85.71428571428571,60.03798003659769,19.73150326659383,10711.452739377097,67.51345237191103,-0.7173985720447186,1.7056333032601714,0.2787004088269911,6,0.0,6,0.1,10
baris200,32.4375,11.236658756053776,-57.875,62.5,16.666666666666664,73.07692307692307,54.51675431974348,25.244101590141973,14065.915969845742,75.45868262022158,-0.135410759621593,1.1290723484423566,0.148072819783346,5,0.4,5,0.25,8
bastianmunz,36.125,11.5,-12.75,43.75,33.33333333333333,57.14285714285714,58.43825911938349,16.30774957353634,16458.19350718648,88.03305383520251,-0.7048264542343545,1.6623522633895322,0.3426754174040993,10,0.1,10,0.2222222222222222,9
bayramov67,35.375,11.797598625709105,54.0625,31.25,18.181818181818183,60.0,62.34276787529991,28.97844168589969,17807.57783043707,96.2844879999502,0.569477549298289,1.989860584865695,0.4414767814412143,12,0.25,12,0.0,3
bbuccianti,32.0625,14.419749188757295,-27.4375,31.25,33.33333333333333,30.0,64.43125340480604,32.33023119617802,15134.483233262295,85.89871435753788,0.3854606268243201,1.274926622809786,0.3291712650631252,11,0.0909090909090909,11,0.5555555555555556,9
bhram1345,45.5625,18.846639841980675,-20.1875,59.375,64.28571428571429,55.55555555555556,56.468146879034094,23.808176817372043,11781.852493741815,65.28980188165411,-0.1225767078716071,1.3763518330642175,0.413380241885914,8,0.125,8,0.0909090909090909,11
bigbo,23.6875,15.65766585414314,119.375,31.25,30.76923076923077,33.33333333333333,80.49546498387667,32.00796001603102,25981.251443628506,84.99872126229033,-0.5645786319646624,3.685469406876776,0.4547125746850464,7,0.0,7,0.5555555555555556,9
boridania1,42.1875,20.84936050178358,47.9375,37.5,18.181818181818183,80.0,60.80621434759003,29.766184198643955,12894.05194146532,68.69445789381145,0.762390026453839,5.1577480037327135,0.7004557622839367,12,0.1666666666666666,12,0.1428571428571428,7
brodski,33.875,10.190682018393076,-79.5,65.625,16.666666666666664,76.92307692307693,38.26465617895823,15.211047901393773,4799.166192312212,42.14307378212976,-0.2547013006535814,1.2166250188273822,0.4334423735131863,5,0.2,5,0.0,9
budimarsel,30.9375,11.72159687642146,-49.75,37.5,50.0,33.33333333333333,58.27479601143935,25.125342091695995,6991.51533673601,78.14111378719981,0.104844800501086,1.8713248519023693,0.4108115477059225,9,0.0,9,0.5,6
byrlk197171,44.4375,18.860783829593792,62.5,40.625,37.5,50.0,63.75896118005242,23.14921137148469,17766.16935349632,82.36147752907381,-0.664485921930421,2.6060241578587497,0.5189965548634095,9,0.3333333333333333,9,0.4,10
carabus,39.125,20.71674041284809,87.6875,59.375,57.692307692307686,66.66666666666666,63.761459148359485,25.12516468662388,13298.763033608297,105.318934845928,0.1713100579765954,2.3482455564033726,0.4113852264730936,4,0.25,4,0.25,12
celiktas69,39.375,18.416930616509728,-40.125,46.875,43.75,50.0,42.40488072015884,21.43760451300936,6577.355603066358,42.76838897621094,0.7944135515721319,1.3158471941147305,0.5248316502162901,10,0.2,10,0.125,8
ch1ll,27.5,11.7983049630021,-74.625,62.5,75.0,58.333333333333336,62.42989759634405,38.965332119172245,15828.796523258825,101.2402886002886,-0.1231998851155863,1.2572036056487912,0.3589171618936765,5,0.2,5,0.1,10
chk282,33.5,19.043809142780933,-54.0,34.375,50.0,32.142857142857146,68.11820554764982,24.649993933525288,23265.27761846346,177.36645495500974,-0.0592586758082491,0.4913639127343168,0.259442213719986,11,0.2727272727272727,11,0.5555555555555556,9
chostar,35.5625,12.543092388508772,45.0,25.0,15.384615384615383,66.66666666666666,64.52107693252027,24.89085014247594,11762.813343811738,58.71465111837782,-0.3019637399483919,1.4838117922845115,0.519128309388979,14,0.1428571428571428,14,0.3333333333333333,6
cipo1951,31.375,12.976260375521653,-65.4375,56.25,50.0,58.333333333333336,54.68842758823569,25.357178319055453,11138.039486573003,60.15293803418804,-0.150097370634379,1.5872121570557425,0.4903034119044107,9,0.2222222222222222,9,0.125,8
clakos,30.9375,16.84228309939006,10.4375,46.875,16.666666666666664,85.71428571428571,71.8508101378456,25.42373124843185,17507.9118538561,73.6621876453005,-0.0158280153274175,2.4780488380599346,0.4444778827314878,8,0.125,8,0.1111111111111111,9
comaturbo,39.0,12.296340919151518,30.375,50.0,50.0,60.0,67.85655967116021,30.949224327325883,18169.221565929463,82.40468682504576,0.3780985366348302,2.3791110063112773,0.604673738271833,13,0.3846153846153846,13,0.0,8
conan66,25.3125,10.983131004712028,77.125,31.25,20.0,50.0,80.13387411148035,25.86354418428299,15547.12995651244,75.13982056590754,0.3029411022856395,3.0881445849019213,0.7652256195246628,15,0.2666666666666666,15,0.25,4
d4c6,34.75,17.665408760248564,16.4375,50.0,33.33333333333333,71.42857142857143,54.58628614798904,20.55452827283198,11313.437762347958,65.73268510302672,-0.4367155965276499,2.1566031193732864,0.3334202571304437,5,0.2,5,0.3,10
da8eat,37.5,17.88481665174867,69.3125,25.0,20.0,33.33333333333333,65.41612071828487,33.32625419815948,18052.77178421191,53.873419726317245,0.1666297580723162,2.172946922602632,0.5657690659121629,13,0.2307692307692307,13,0.5,4
daniel113,30.3125,13.602542654469664,58.9375,40.625,44.44444444444444,35.714285714285715,62.47784033051453,32.70227495767869,16900.076173636135,127.151278490568,1.274812146052581,2.4442045545123565,0.483969884127458,11,0.0909090909090909,11,0.1666666666666666,6
davud115,28.5,12.89961239727768,25.625,25.0,11.11111111111111,42.85714285714285,41.13733711219837,21.293022877713085,5683.54062201929,48.89601936525014,-0.1700538913845199,0.7231561845059556,0.296248706142071,8,0.125,8,0.2,5
davud1366,34.9375,11.744324870620137,74.125,31.25,28.57142857142857,50.0,59.52716827399216,34.54403827075742,11339.315693128448,45.019758019758015,-0.2118014580854209,2.115395372130504,0.6193357528413099,13,0.2307692307692307,13,0.4285714285714285,7
dinar75,35.0,19.169420092080685,66.1875,37.5,27.27272727272727,60.0,68.45731481465891,24.499766673421664,16480.765598939237,65.65807354097583,-0.0188774733755891,1.638265706304484,0.4581793567634549,13,0.2307692307692307,13,0.3333333333333333,6
dochare,34.125,14.591664287073858,3.875,62.5,61.11111111111112,64.28571428571429,82.0043320698927,43.58341296688585,28962.770808767986,99.71781355540242,0.7884220793865468,1.8481261809098928,0.6485207182339388,11,0.3636363636363636,11,0.0,11
dodofish,28.875,17.80964158351687,7.0,56.25,55.55555555555556,57.14285714285714,69.25786958291958,33.66950991855753,15532.872787327542,82.00813527431175,-0.0660654303857911,1.9478095493483696,0.2673114856213447,5,0.2,5,0.3333333333333333,12
dweeb,40.25,13.911625833572916,23.0,50.0,40.0,80.0,64.02487162641431,31.175053043827283,19258.09195325796,103.50730857785544,-0.0323976319597595,1.9451973524613788,0.3079518729570954,10,0.4,10,0.3,10
eurekajeye,37.9375,13.61111678004417,-47.0625,75.0,66.66666666666666,80.0,40.77424093495532,13.709030874385109,6162.546947795023,53.77120666810311,0.0315251282050145,1.3551677738648846,0.4029993250847998,7,0.4285714285714285,7,0.0,11
fantasmadecarretera,32.25,13.122499761859398,95.875,40.625,34.61538461538461,66.66666666666666,93.28192511719976,37.78701193183979,28628.836382198217,94.82481772613352,-1.1536419848469146,4.666585900747719,0.5495578719250696,13,0.2307692307692307,13,0.375,8
fightofknights,33.375,14.8453135141476,-51.6875,56.25,66.66666666666666,53.84615384615385,50.27544189700783,20.16160326283299,10975.60898344381,80.45355541046375,0.1626918813882601,1.115063040959032,0.258758547623209,7,0.1428571428571428,7,0.25,8
franco84,23.5625,7.606740432011597,42.4375,56.25,40.0,83.33333333333334,87.71134334056202,37.8195785190476,22463.56926049405,99.77527657527656,-0.2804258680402319,2.467855675739027,0.5283490510964042,9,0.2222222222222222,9,0.125,8
geek46,21.1875,8.076457556792251,32.8125,37.5,55.55555555555556,14.285714285714285,73.35420155699293,33.129469973480624,17067.06683665839,75.15851449275362,0.0194074529190115,0.8183955226652064,0.3648444127556486,10,0.2,10,0.6666666666666666,6
gena1935,42.625,17.869433865309404,52.25,43.75,36.36363636363637,60.0,47.56939490339395,26.87083187105121,7081.774129957731,52.86429953773112,-0.0718153807852293,2.0389405091125905,0.6121069204007614,11,0.1818181818181818,11,0.0,7
genoreling,31.0,12.878923350446136,-49.75,68.75,50.0,80.0,73.69203816146437,20.66014285600508,21163.218819485817,81.83125617496806,0.6506172227169327,2.378586194283133,0.3122767145135566,6,0.3333333333333333,6,0.2307692307692307,13
gh1974,47.6875,16.80761236265679,-39.875,75.0,64.28571428571429,83.33333333333334,35.66479195610809,13.50800460640508,5122.904357653831,33.06929546251876,0.1884443694025259,1.324807249016786,0.5968522565319357,4,0.25,4,0.1818181818181818,11
gilles614,39.0625,17.070320246947134,18.4375,25.0,20.0,33.33333333333333,64.28082839147511,26.74814978920727,12378.3113851442,84.93633826811964,-0.0431362864747917,1.128820303712088,0.2329046751531693,9,0.0,9,0.5555555555555556,9
girat,42.6875,13.128689957493856,-38.125,71.875,50.0,79.16666666666666,44.5738850101414,15.24777959940633,5991.956530521902,55.36561563984963,0.2459984539553281,1.4364783890787756,0.6171359551242279,8,0.375,8,0.0,11
grug84,30.875,14.82733961302566,7.625,62.5,62.5,62.5,72.77282738126978,29.19983702296057,17472.35694136498,145.89034845603388,-0.1568792396608233,2.8037779079076666,0.3002960947416643,7,0.2857142857142857,7,0.1,10
heliodon,37.4375,15.90374693795983,-54.875,37.5,20.0,45.45454545454545,60.49916191977495,25.09062158636137,15118.617023720812,87.6326063694842,0.3327490761916016,2.8452926932560234,0.5703319253025807,13,0.1538461538461538,13,0.2,5
hellyhan,41.625,18.44225221242424,2.0625,62.5,75.0,50.0,48.4782323692311,23.22230715230527,18531.71995925888,63.48368913112746,0.1187738228927564,1.8025269344670969,0.2979618056840009,6,0.1666666666666666,6,0.2307692307692307,13
hesa,34.3125,12.990862173081505,-64.0,65.625,75.0,60.0,51.48082543322567,30.19676168012848,8594.545938383506,67.12605596506896,-0.7292936816712031,1.3136374191355362,0.511441081010753,8,0.25,8,0.0,6
hoho,41.8125,13.472038944916,-43.0625,37.5,28.57142857142857,44.44444444444444,53.98562697326345,24.9891073580658,9366.247372637825,57.49422687914281,1.245837238969284,2.490920520560231,0.4724367652898261,12,0.1666666666666666,12,0.2857142857142857,7
hritic333,35.125,17.362315513778686,-36.9375,43.75,38.88888888888889,50.0,47.8954188456891,15.121332859716723,8791.536900155277,56.47799558041493,-0.0768040258152499,0.7370157936060889,0.3021182699462892,9,0.1111111111111111,9,0.0,6
hujzadminem,28.9375,10.414533114835251,-25.25,65.625,75.0,60.0,45.27274457237079,19.51905301531525,8404.410968195318,56.80622308247308,-0.0389700349713923,1.0532780373448067,0.2684210526315789,2,0.5,2,0.1538461538461538,13
idestiny,22.375,10.203757477844457,7.3125,56.25,50.0,62.5,97.95989009254455,47.24413949969524,39453.811685849774,154.99501319758673,-1.3761980254804844,2.1601486122889506,0.3954976344801625,9,0.3333333333333333,9,0.2727272727272727,11
ito0ns,37.8125,14.989857682224118,25.5625,34.375,25.0,43.75,85.83042216041434,42.97074457864709,30317.9685837314,120.25608484867384,0.8561596852876625,4.046708205114771,0.7576894310372894,12,0.1666666666666666,12,0.3333333333333333,6
ikl3,34.0625,17.83804454903433,62.4375,50.0,50.0,50.0,54.78151794728487,21.79018013628911,12103.059644648663,141.34060094997594,-0.2773301317212414,1.433824818000437,0.4575563581737165,8,0.125,8,0.2,10
ilkerozyurek,38.3125,14.453229166291294,-9.125,56.25,37.5,75.0,55.581486022819504,25.926792389910617,13566.479744740544,57.86238510281989,-0.1053907249414978,1.6326232740037567,0.5517703598411107,10,0.3,10,0.1,10
inthebighooy,31.1875,14.661599503464824,42.0625,62.5,63.63636363636363,60.0,58.28713131075406,22.560344670922223,10780.74706308123,81.24778097719276,-0.0425921479635986,1.1829990360624565,0.3456345032815621,5,0.2,5,0.0,9
irakli-chanti,44.6875,20.03569730921953,14.75,31.25,25.0,37.5,50.55016313167197,22.69522491773764,10555.304709768276,61.18086180717148,1.1182467937586027,2.716112228937078,0.5175149629348222,14,0.1428571428571428,14,0.3333333333333333,3
iran000iran,31.25,18.65297116636739,22.125,46.875,50.0,40.0,50.284167820102944,30.13760880589809,9471.327876791762,56.07837197159565,0.4267764304186727,2.1904916364344773,0.5946489776553356,9,0.1111111111111111,9,0.0,4
itedcatur,40.8125,21.71395480637586,-66.9375,56.25,37.5,62.5,42.57357675735658,22.40787176951443,9093.213080729502,49.46602129351309,0.4979505906915071,1.072935716617847,0.490964928284483,10,0.2,10,0.3333333333333333,6
itsmagic,39.1875,17.255796127678376,-29.5625,62.5,60.0,63.63636363636363,31.42617555065662,18.904534791009475,4312.854952516103,62.921783015878034,0.2885091373907302,1.0856356275226458,0.4927684713731625,4,0.0,4,0.0909090909090909,11
izzyreal,36.6875,9.700300682624912,88.3125,31.25,33.33333333333333,0.0,62.09915283291949,27.538891249304484,14482.898076442012,77.02363331452005,-0.0954917959745757,2.607040284040594,0.3019689162647633,6,0.0,6,0.5454545454545454,11
jafar-mohammadi,33.125,12.371337841963577,-75.0625,56.25,33.33333333333333,61.53846153846154,52.59953946702823,14.327951892854191,9677.193218569486,91.98840437340436,-0.2471848749015935,0.9414355987565208,0.243344699103213,5,0.2,5,0.1666666666666666,6
jebisesome,34.9375,14.557787148693537,-110.25,56.25,50.0,57.14285714285714,52.30950096886569,17.737840820280365,12176.247040346769,101.14436775664598,-0.0333968784351,2.101025308747028,0.4761847603256507,9,0.4444444444444444,9,0.25,4
jfsurban,35.0,18.213548070964464,65.1875,50.0,41.66666666666667,75.0,45.472554805791646,18.19067052833456,8265.419239899602,65.44951464598203,0.3861506108908835,0.8760676756788301,0.2845802521667369,7,0.1428571428571428,7,0.1111111111111111,9
jiyar,42.1875,15.565854725434557,-41.875,65.625,70.0,63.63636363636363,58.58548950300897,23.78069384026057,12589.381053870864,75.26043832944819,0.8194872247202787,2.049918475152096,0.5245519484801616,12,0.5,12,0.1538461538461538,13
jmaltby,31.9375,20.696114772262607,25.1875,28.125,35.0,16.666666666666664,67.91301991737164,36.96938333671774,16251.018739605532,65.66024484980181,-0.4674617656845549,2.027362008445197,0.4660474495444981,13,0.0769230769230769,13,0.4285714285714285,7
jones007,38.3125,14.920762938491674,-122.625,81.25,66.66666666666666,84.61538461538461,48.70598877519683,16.63308873343579,9212.85244681476,44.21491549191048,0.308385958656272,3.324559638130596,0.4551673932324903,7,0.5714285714285714,7,0.0909090909090909,11
jonwlo,32.9375,11.693124760587594,-28.5625,46.875,66.66666666666666,35.0,66.54610719681337,23.80113670474954,19864.83643922685,75.5424122174122,1.277530805606632,3.094797420981396,0.5956164719035116,10,0.2,10,0.3,10
jorgeucla,31.5625,14.85471305680456,10.5,34.375,20.0,60.0,38.002987196646615,21.745751987618,5044.475798085483,39.56692104192104,-0.0920109859587019,1.2978317671167796,0.2862578870532523,6,0.0,6,0.375,8
junker,31.9375,16.26640197872084,5.25,46.875,42.85714285714285,50.0,57.13335340398076,45.06743937753679,17254.122838086576,53.76752344877344,0.0695028767989335,1.3298001753616453,0.3684694681972119,6,0.1666666666666666,6,0.3,10
justmarionette,34.9375,19.847648895188232,49.125,43.75,20.0,83.33333333333334,62.680332267751766,33.451541494913464,17969.69023952015,91.11313676503131,0.313741089474571,1.7059394272348172,0.4291653530884374,9,0.0,9,0.1111111111111111,9
karabas,31.6875,17.133665690680438,45.9375,31.25,30.0,33.33333333333333,49.8013020527837,22.218971421073743,6044.313206854974,60.19374804824805,0.0032339691065645,2.2785908597512017,0.3833624872840559,9,0.0,9,0.2857142857142857,7
karavidas,34.75,14.991108475804358,-71.5,59.375,50.0,65.0,43.42676690138277,26.58874569537658,6965.073330708355,115.207057532609,0.3989318069649841,1.8201878970420675,0.241274029727823,7,0.1428571428571428,7,0.1111111111111111,9
kavilla24,33.3125,17.613323555384618,28.75,62.5,60.0,66.66666666666666,50.19538659025881,21.95376379763308,8366.905948181682,59.63376155840659,-0.0746050462012665,1.766668368853986,0.2642279143157106,4,0.0,4,0.2727272727272727,11
kazimir,32.0625,14.1913999779209,-24.6875,75.0,66.66666666666666,80.0,55.040987946063794,28.090719036768057,11280.67879159475,85.66000019665437,1.664072620439179,2.279567066506348,0.4544616669331,8,0.5,8,0.0909090909090909,11
khan,31.8125,13.570648473820254,62.6875,50.0,54.54545454545454,40.0,68.65378578117297,34.23464682987401,18358.43561619012,63.70451991111412,0.054771765647988,2.3121224491091232,0.4910175616455827,12,0.3333333333333333,12,0.3333333333333333,9
kiatkiat3,33.1875,16.72610235530083,82.9375,46.875,53.57142857142857,0.0,59.32139151260933,28.52620396268011,15824.365747833064,54.26720269316131,0.0013241677354922,1.9664369915019029,0.5906050549126048,6,0.0,6,0.1111111111111111,9
kindruk,31.9375,15.648082949677892,-14.375,62.5,50.0,70.0,59.52300708226905,32.06342406638573,10254.481813355576,76.19550251300251,-0.6271421392849765,1.7806318328065194,0.3839968511021143,3,0.0,3,0.0,9
kinglib,37.6875,18.28922724811886,-52.8125,59.375,0.0,60.71428571428571,79.0857195445603,26.523261348938146,17114.456834099798,107.5238950961157,0.6459428707939294,1.6304555350351784,0.5251154120096316,11,0.2727272727272727,11,0.0,9
kirylb,23.5,9.49385766342288,4.875,46.875,16.666666666666664,85.71428571428571,66.20077617022353,39.926502303559474,17366.659361132766,77.72218614718615,0.260178824854723,2.197997880376951,0.2380330086580086,4,0.0,4,0.3636363636363636,11
kiskorovas,25.25,10.816653826391969,106.5,25.0,21.428571428571427,50.0,85.85465828394486,38.326463902565365,23813.52388004119,170.63789068258885,0.4188248679665955,2.243417126467828,0.4834281385107047,15,0.2,15,0.25,4
kyriakos1301,27.0,14.908610487455451,14.0,28.125,14.285714285714285,38.88888888888889,60.48024125367138,21.471107716832428,17581.243519822034,78.08873456790123,0.132426476339591,1.5281528198876475,0.2714815870811402,11,0.0909090909090909,11,0.0,5
likewat,31.375,18.003240449059906,-142.125,68.75,100.0,66.66666666666666,52.78120402103316,22.36059367355329,15496.17450756469,136.24024142241458,0.6126786527899426,2.114182471427296,0.2897334556611625,6,0.1666666666666666,6,0.0909090909090909,11
lucallme,34.875,14.637281168304447,20.25,53.125,27.77777777777778,85.71428571428571,70.59199025794045,27.9594053591789,24298.214696073657,91.9595602030681,0.2993688470097466,0.9161168356862592,0.2908128444138807,11,0.3636363636363636,11,0.25,8
m_zeinali64,32.4375,10.269493658404002,-48.75,62.5,40.0,72.72727272727273,62.428894299183646,20.91686309424873,14392.030678151688,65.10595740316327,-0.3012251796651007,1.2494219012815044,0.3515217443945302,9,0.5555555555555556,9,0.25,12
machur_leshach,37.1875,16.391944159657616,45.5625,62.5,53.84615384615385,100.0,46.31657321030868,15.686023299072575,9321.386760917385,60.17936303407191,-0.1852817459205452,1.3336021029437777,0.4304137555937505,5,0.2,5,0.0,8
maks83,35.4375,15.75634792710544,-65.875,40.625,16.666666666666664,46.15384615384615,73.17049694975526,30.646534413677568,20652.163385606586,86.81069195693885,0.507083977086439,3.560055244226972,0.6567505336837395,12,0.25,12,0.2857142857142857,7
mardani45,33.8125,16.618137681461185,-14.375,34.375,25.0,43.75,35.905724962420734,10.615350149809007,5628.956300866092,52.09745944322693,0.1443466750960561,1.14073386101122,0.3114315056175521,9,0.1111111111111111,9,0.0,4
marina_urypinsk,38.6875,14.826637065318174,18.625,62.5,54.54545454545454,80.0,35.83834634871358,8.81333702455907,6906.613062910988,34.88717040269375,1.17119072254736,1.9624949031379184,0.357528941343022,8,0.25,8,0.0,10
mariomaster,35.0625,15.59259974047518,-160.6875,78.125,50.0,80.0,64.36547247933888,38.38136684808877,13525.10606562746,88.6857185191836,0.0268299816846289,2.5156611544185057,0.3048182654704393,4,0.5,4,0.0714285714285714,14
mcaleap,37.8125,17.837110191956544,-4.3125,31.25,37.5,25.0,50.1590330709018,20.306441228198832,9280.262687323682,65.99523499200919,0.1835735258832335,1.793499486317176,0.4675068637049426,12,0.1666666666666666,12,0.4,5
mcelal,40.625,14.934858553063032,-6.25,53.125,35.0,83.33333333333334,42.70142130927466,11.155953682526432,6948.644411677055,42.51878910367724,0.1360198088785302,1.758182720657107,0.5231618283437067,8,0.125,8,0.2222222222222222,9
mehmeteet,33.875,19.80530232033836,32.0625,65.625,58.333333333333336,87.5,62.54940783179119,27.21971731398041,10832.295519862037,64.03780588034022,-0.9276791787258638,2.869076066713,0.533624764418527,8,0.25,8,0.0,8
mhmdkarimi13,34.625,17.906702655709676,18.6875,25.0,14.285714285714285,33.33333333333333,79.16722669711538,33.5510184713056,17490.41661886086,70.58257995050758,-0.6775805623484593,2.1365738773461342,0.5840962589011512,14,0.2142857142857142,14,0.4,5
miguelhf,35.875,12.732504336016016,21.875,31.25,11.11111111111111,57.14285714285714,73.16485199598947,39.12748895393751,15897.630419895151,108.68620908899148,-0.3058144397658777,2.1809025048303625,0.441620249424755,14,0.2142857142857142,14,0.4285714285714285,7
mirza43,33.3125,13.797191743249783,72.8125,46.875,39.285714285714285,100.0,62.80045865937938,22.1848981688416,13199.86453814171,76.41988531032649,0.4362180738357757,3.89101257694388,0.6733917061385781,9,0.2222222222222222,9,0.125,8
misha1910,29.8125,13.327759251527118,-73.125,37.5,25.0,41.66666666666667,66.99799904066917,26.4414286574086,23828.445366511707,95.65845993529923,-0.1414808887976802,1.2789445992178248,0.4288345748379516,11,0.1818181818181818,11,0.375,8
misiek32,28.9375,11.37522893542514,-1.0,56.25,33.33333333333333,66.66666666666666,69.71615049646513,33.42482170986483,14670.280332660475,72.34070093849506,-0.3508732969112407,1.34161260406555,0.4462440114856909,9,0.3333333333333333,9,0.2727272727272727,11
mixmau,40.5,19.643489167321235,-140.375,68.75,0.0,73.33333333333333,53.10092284484046,18.64436528725172,17456.09464363953,94.85690241231715,-0.0563412193575471,0.95927454747229,0.3277323623615183,5,0.4,5,0.1,10
muskokadave,43.5,15.86190404711868,-34.4375,68.75,57.14285714285714,77.77777777777779,66.91193492391783,28.039505493036323,16643.36691093016,90.44249736005136,-0.0676065761157173,1.0723299460378175,0.4187973441437819,10,0.5,10,0.1111111111111111,9
naikus,35.5625,14.751129900225724,-43.4375,50.0,25.0,58.333333333333336,52.6369725949731,21.17480553139457,8994.706773228909,66.41832157912475,0.0780044457918186,2.02976146759639,0.3778483619572192,9,0.1111111111111111,9,0.0,8
nihad212bobr,31.375,13.35102992281869,26.875,12.5,9.090909090909092,20.0,55.7149097028313,26.493359156626305,10235.246072151416,77.58108851751693,-0.169168432575925,1.730884560019582,0.4556933327098701,11,0.0,11,0.6,5
nikosref1985,33.5625,14.472819352151122,-19.1875,50.0,70.0,40.909090909090914,73.05904690870008,35.54004585801806,27671.42709447525,198.6662373745965,-0.651339932156346,3.4325395332951847,0.5220873939974807,8,0.125,8,0.3,10
obanebane,34.9375,12.80348259914726,-88.75,62.5,50.0,66.66666666666666,56.498759628171406,14.453459471262184,13450.3386776217,79.67673589449994,-0.0284528189708344,1.5187228421842556,0.5116835018506674,7,0.2857142857142857,7,0.1428571428571428,7
olegrun,37.4375,15.213891678331354,-36.8125,62.5,40.0,72.72727272727273,45.33653478357958,23.43007674260155,9927.078042249716,46.49516330515812,0.1792677889880158,0.8859509397633576,0.4405874499332443,2,0.0,2,0.0909090909090909,11
oquzlar,42.625,16.045248517863474,31.4375,53.125,50.0,50.0,36.7453447295693,12.163959130611191,6036.313132064848,42.886053424624365,-1.375421757914241,3.4296537872685846,0.428825317493177,7,0.1428571428571428,7,0.0,6
pablo686,29.25,13.674794331177344,-9.25,31.25,22.22222222222222,42.85714285714285,64.22374299729871,33.00054125812444,15698.040182542758,105.89799922299925,-0.0276520432000317,1.0482063773081065,0.3848815676090599,11,0.0909090909090909,11,0.5714285714285714,7
paez86,35.25,17.45279347267938,-84.3125,78.125,70.0,81.81818181818183,70.48679397282922,34.99760661080195,25162.89242211512,92.05714759525902,0.0119474426494951,1.0502602757156183,0.3260535954144976,7,0.5714285714285714,7,0.0769230769230769,13
palacio,39.875,11.552056094046634,-16.0,43.75,28.57142857142857,55.55555555555556,49.149873647277545,23.280456602726847,10756.164243828302,52.33218321723827,1.6692475627819272,1.957095233041921,0.417468395471616,9,0.1111111111111111,9,0.3,10
pattawee,32.0,11.735984548955972,6.3125,56.25,57.14285714285714,55.55555555555556,80.84619364808512,46.35436360001521,21556.94241943628,80.42969582500832,-0.1111276614845048,4.40660167035455,0.4952625454594036,11,0.3636363636363636,11,0.2,10
pedromayor24,33.3125,15.102841895925858,12.5625,65.625,70.0,58.333333333333336,58.51061088980141,29.875891956129703,13173.883994344162,139.095050229643,0.0032073407874148,1.3691579910152842,0.2676742224293489,7,0.2857142857142857,7,0.25,12
phet,39.0625,14.553206977616078,-41.9375,31.25,0.0,38.46153846153847,60.16351479910031,22.767922073074416,14751.15025309985,75.72530020339147,-0.1441795577716137,2.431726925505948,0.4225224263514358,14,0.2142857142857142,14,0.3333333333333333,6
pretenderg1,25.0625,11.2455546772936,-67.0,56.25,0.0,81.81818181818183,77.94142788346149,29.174206265288635,19119.56061166984,86.4390370890371,-0.1744598013825152,2.290997929285863,0.3784679041886706,10,0.4,10,0.1111111111111111,9
rahimtabriz,39.4375,15.785937835090234,-12.875,71.875,75.0,68.75,69.46692352148757,31.85406282230776,18679.861056436097,91.35749258415925,0.5955212688283882,1.9522045534420729,0.6209366505621352,11,0.4545454545454545,11,0.0,11
rajah43,43.1875,23.0773157017882,126.375,31.25,33.33333333333333,0.0,77.32051887295283,31.71937358266221,29521.001267711803,167.00787154936066,-0.809136122783975,4.0672477905278015,0.5172212769745423,13,0.2307692307692307,13,0.5,8
raulsuarez,36.0,13.5400640077266,-105.625,53.125,100.0,50.0,48.22108599237036,21.425756574368435,8917.697986170539,56.29124561712797,-0.0666411312902307,0.7615574550886935,0.331354419233177,6,0.1666666666666666,6,0.125,8
re-am,27.0,14.412957133542488,-100.8125,62.5,50.0,64.28571428571429,39.78707539624618,26.8696837077829,5912.859212774434,44.442193362193365,0.0877305467347525,0.8602162782677507,0.229503108197093,5,0.2,5,0.0,8
rolling1,36.0,17.988885457415087,27.4375,56.25,45.45454545454545,80.0,43.556151626113405,19.672857100239995,8245.645128207863,46.13928776693335,0.1379275463842513,2.23158406726434,0.2701213818860878,5,0.0,5,0.1818181818181818,11
safary,33.25,11.868726413000962,-29.8125,43.75,33.33333333333333,50.0,81.87380775640422,35.48472443621746,23589.626291671684,122.91715474445738,2.142891940787424,3.962001359384798,0.5223351813119622,14,0.3571428571428571,14,0.3636363636363636,11
saiedva,34.4375,19.7753002505651,-35.375,68.75,50.0,75.0,64.56311690736806,17.386625408315282,11793.370234096508,64.35730157437162,-0.5424650173527853,1.44542581213121,0.4253407083822081,5,0.4,5,0.1666666666666666,12
