username,MeanMoves,StdMoves,MeanEloDiff,WinRate,WinRate_PosEloDiff,WinRate_NegEloDiff,Mean_ACPL,Std_ACPL,Mean_Game_ACPL_Variance,After_opening_ACPL,Mean_Material_Imbalance,Std_Material_Imbalance,FightingCapability,n_loss_games,ComebackIndex,n_loss_games_for_comeback,CollapseIndex,n_win_games
lu4ik,39.0,22.981151697278648,-12.5,43.75,35.0,58.333333333333336,67.42242327547828,32.85947230720136,15058.72460957928,51.06355098383789,0.707821257198934,2.8465531941481914,0.5022426026540987,13,0.2307692307692307,13,0.0,6
luciusswartzchild,41.6875,17.453629040021067,10.3125,50.0,55.55555555555556,42.85714285714285,46.892478508525,15.833519065904516,8446.481355612106,45.75600961665834,-0.974406431960814,1.8374702253027733,0.4710302919873617,9,0.2222222222222222,9,0.3333333333333333,9
masonjar,23.375,9.569918146637065,28.1875,56.25,44.44444444444444,71.42857142857143,78.09987815282649,36.17333160135331,16481.637339267254,43.86284722222223,0.1031037897984301,5.0800832422029165,0.4309481894838141,6,0.1666666666666666,6,0.25,12
meteoking,37.1875,20.103793174423576,-32.1875,53.125,42.85714285714285,61.11111111111112,52.017394109730255,19.101984659359616,8788.045966062255,57.92973082614045,-0.4460407986516002,2.9609466069192534,0.5648521966170656,10,0.2,10,0.1428571428571428,7
miloszverka,35.25,11.55566239266851,7.5,46.875,25.0,60.0,83.74225583453173,47.10842206387554,32275.127194687164,122.44940688132417,0.1791330008975279,1.7007531473659017,0.3485831854080958,10,0.3,10,0.2727272727272727,11
mirrorplay,35.8125,14.878255946178635,-33.375,40.625,40.0,40.909090909090914,59.30092302865292,21.72975963384453,12428.428707080124,80.66608401345243,-0.2991742587942019,1.4520506881054671,0.4536472564725989,8,0.125,8,0.125,8
misha19701309,39.5625,17.408690358553685,-73.375,68.75,50.0,80.0,38.699174196962495,15.8330324538144,6182.604100675059,48.3147299953228,0.183091639542585,1.8550506791389725,0.5097611820072717,5,0.2,5,0.0,9
mundo2015,47.875,12.64317997973611,-55.6875,31.25,33.33333333333333,30.0,52.13073521951448,20.6828048323576,10533.418106733854,73.04698054824043,0.4043361979213379,2.2616411294117142,0.5227207874565561,12,0.0833333333333333,12,0.4444444444444444,9
musalger,35.125,18.54678768232745,-4.625,62.5,60.0,66.66666666666666,49.221877595754535,15.713978429480465,8320.901431208906,59.39327314169276,-0.1713233771387879,1.5587994065125703,0.1419182499386602,6,0.1666666666666666,6,0.0,9
narspi,41.5,17.181385275931625,-14.9375,59.375,50.0,71.42857142857143,64.8604528952399,25.4244388785243,17993.90872117198,90.85043801347156,-0.2642035626630922,1.0262001282984656,0.2623398168817494,10,0.3,10,0.3636363636363636,11
napastnik,30.25,8.35463942968217,-76.375,68.75,0.0,78.57142857142857,48.50363685563634,30.956125286218168,10805.551597915504,59.49023426715734,-0.2330482870299897,1.0657295798750217,0.4212663706523978,7,0.2857142857142857,7,0.0,9
nikk53,31.75,13.097073464455075,-34.4375,50.0,50.0,50.0,42.92350473246226,16.93803738959578,6217.954127281297,52.37363127069009,-0.0704371544082051,0.9405265234370164,0.2757865467219167,7,0.0,7,0.125,8
nishi2402,34.5,11.454256850621082,-39.8125,81.25,71.42857142857143,88.88888888888889,55.71274554020663,22.388054596737483,15539.767893025684,73.71175038197097,0.2848294988700811,0.959520558227308,0.5499818803293273,5,0.4,5,0.0,12
onetreehill,27.0,8.024961059095553,53.25,25.0,20.0,100.0,89.02487411144772,41.89949933063451,28367.35533485229,160.96905513468013,0.3263949794033215,2.433593253342121,0.3694439371628541,10,0.1,10,0.6666666666666666,12
pierrot28,26.875,9.142392101268316,-38.875,59.375,25.0,80.0,107.82608141522358,67.6633185105332,35322.04469753522,120.10711973277058,-1.1521278574597051,2.870935864123923,0.5659055611725657,11,0.4545454545454545,11,0.3636363636363636,11
propal,34.375,16.414932226482083,79.625,31.25,33.33333333333333,0.0,67.64189368144547,28.8800774085026,16448.23647339372,87.60154327154328,-0.4315381330163364,2.2145919080188925,0.5360097678451006,12,0.1666666666666666,12,0.3333333333333333,6
ray_suit,36.3125,14.992081243109643,40.8125,59.375,50.0,75.0,85.67419995059338,39.22221965795867,27056.603330952574,81.4881328988472,1.0821509684562185,2.4222659695951125,0.5642009180271023,11,0.4545454545454545,11,0.0909090909090909,11
republican1,40.875,14.347473645210158,101.75,28.125,30.76923076923077,16.666666666666664,62.79169148436304,21.4521656522486,17276.452261384504,61.32144157417599,0.1316144237277118,3.482120884242263,0.5981987537317747,14,0.1428571428571428,14,0.3333333333333333,6
riham321,33.125,14.948244044034068,36.3125,46.875,55.00000000000001,33.33333333333333,46.33513243467579,24.559310941478792,10560.072374007086,130.90997406532796,-0.480806861022419,1.510785033773598,0.2559881220612982,6,0.1666666666666666,6,0.1428571428571428,7
riodem,45.375,22.77388855685388,66.1875,37.5,27.27272727272727,60.0,65.662941982808,22.480224054014336,15559.931162703822,91.98383697297618,0.6597060201131882,2.528968289030933,0.5167641379089739,12,0.25,12,0.2857142857142857,7
rustyshackleford,35.0,12.38816639647154,25.1875,46.875,40.909090909090914,60.0,60.05196760317624,28.179326288563377,14227.12214970929,98.97786626044194,-0.2871722947204093,1.043519801225852,0.2952750102627051,5,0.4,5,0.1428571428571428,7
sanch,28.625,10.320691191323704,60.625,31.25,22.22222222222222,42.85714285714285,67.8758757836942,38.20997722944691,19226.07717330525,70.06321490686815,0.2702706011473601,2.6458210091642185,0.4477657271306519,12,0.0833333333333333,12,0.2,5
schwert,34.6875,14.849102105290184,-55.5,43.75,25.0,50.0,55.96561560701851,24.12145944068771,13189.589584065552,64.03458155958155,0.2687816956740866,2.821837531609654,0.3674546917447653,11,0.1818181818181818,11,0.25,8
shahmat2015,36.5625,12.633124448580933,2.375,50.0,37.5,62.5,54.16346763095648,31.22340972478117,11810.324369100572,49.25497056616919,0.6081340449740792,1.9451151623482863,0.5678794419041152,11,0.2727272727272727,11,0.2222222222222222,9
shahnam200,36.75,12.917688131653692,12.1875,43.75,33.33333333333333,57.14285714285714,64.20156768880162,29.95392552527205,19807.84099723388,79.25785593663302,0.3673490802143665,3.3170283328425816,0.630013294324589,12,0.25,12,0.25,8
shestopalov,30.5625,15.283842230713237,102.25,34.375,34.61538461538461,33.33333333333333,86.34363629851696,44.86020823795257,33603.541003387145,48.60426757220236,-1.1400707678185298,4.68741998642112,0.6881280206562042,15,0.2666666666666666,15,0.0,4
shok33,36.875,14.800337833982034,16.375,50.0,25.0,75.0,51.5862044792361,15.960611436895135,8659.556363995294,56.80917707874528,-0.4491832002184219,2.124057892825148,0.416558751834457,8,0.125,8,0.3636363636363636,11
siavashhuman,30.875,15.42238632637635,121.5,37.5,40.0,0.0,47.65948443230965,17.60097913141217,7514.087564477162,66.55653513153514,-0.0259211278656842,0.8902552330302121,0.397492563388143,13,0.2307692307692307,13,0.2,5
siberia_n,25.1875,14.616058520225849,-96.75,78.125,0.0,83.33333333333334,66.77977394251724,32.05019265122352,14630.686789823849,73.73075396825398,0.1424274498714312,2.5886569310897216,0.388126026272578,4,0.25,4,0.0,12
snowden,32.0,11.809600614189568,-67.75,59.375,90.0,45.45454545454545,62.43833510681313,25.075538673076974,12440.306261949949,83.61733012358012,0.3482345642193192,2.0654232728548,0.3396924416017655,7,0.2857142857142857,7,0.1818181818181818,11
stojanovic_s,30.8125,11.617336183480273,57.6875,50.0,36.36363636363637,80.0,50.57457366533069,18.98093956099305,7567.930898873986,50.08943546034339,-0.1720700556966791,1.5001468825934356,0.3567330061018711,5,0.0,5,0.1428571428571428,7
tempochess,39.5625,13.836997506684751,75.9375,15.625,10.714285714285714,50.0,53.21566562102641,12.901731917695065,10538.677366316384,67.15914409737906,-0.2003424719214469,0.7436897633741408,0.3209531438123778,10,0.0,10,0.5714285714285714,7
tjk125hqf,34.125,13.139634698118511,-71.9375,46.875,50.0,46.42857142857143,40.03994186824537,18.753821061759453,5025.16012670364,73.37773595685361,-0.0695704241356784,1.529864109572879,0.5176584869426168,9,0.2222222222222222,9,0.1428571428571428,7
txarusek,34.4375,15.709736895738684,-98.375,56.25,100.0,53.333333333333336,60.44811910984398,23.835683822821707,14261.764443943552,65.15241668616964,-0.2945068418162314,1.5145840437271565,0.3872644863359811,7,0.1428571428571428,7,0.3076923076923077,13
talion90,33.0625,16.282787435407574,-45.9375,75.0,100.0,69.23076923076923,75.39479631552497,26.991450126593183,22436.756514978028,98.74225858290734,-0.4656636951801732,2.469310612579909,0.6583648595540148,9,0.6666666666666666,9,0.1538461538461538,13
thesherif,26.9375,10.908521134110403,-67.25,46.875,37.5,50.0,41.63598735671087,20.12100802227509,4873.977700623741,32.85260197129762,-0.6498906363863399,1.4213128880191197,0.3680137743028857,7,0.1428571428571428,7,0.0,6
threefoxes,25.875,15.555813489925022,-26.3125,43.75,50.0,33.33333333333333,64.70745650821512,29.077668952566107,17925.211742252883,96.8659290890269,0.7278792187413514,1.784228417995784,0.4608095518613735,11,0.2727272727272727,11,0.0,5
tramtararam,30.6875,13.229858905773208,108.8125,34.375,39.285714285714285,0.0,70.76341695782236,40.00425597375363,25920.098607647305,124.88525294093382,0.3505877744102958,1.6003088097429723,0.4695787378618655,10,0.2,10,0.25,8
vanraj,30.875,8.632303670901914,-39.625,31.25,25.0,33.33333333333333,44.34593394330822,23.84497687205949,6372.266297579525,70.40107709750566,-0.5368301009525429,1.6807097436221694,0.2887471026133273,10,0.1,10,0.2857142857142857,7
vasya_herov,30.8125,17.444077313900365,32.25,53.125,75.0,16.666666666666664,38.1845399902611,17.782906694472643,6344.57464391438,61.54210939931528,0.3562057089972273,1.1479348741942763,0.3616893211692553,7,0.1428571428571428,7,0.25,8
wowa89,29.6875,12.96003472217571,-2.8125,71.875,64.28571428571429,87.5,59.45604623313797,30.831541990199263,12905.048148040218,78.95341038111025,0.1044143042037216,2.766545988630833,0.4145230251806955,8,0.375,8,0.0909090909090909,11
zma,37.375,12.769103335786737,88.375,50.0,42.85714285714285,100.0,46.99671041606227,16.83695789838724,8143.803620031723,55.68665060429766,0.2292186607406127,2.3814283946981365,0.5890301277660707,10,0.2,10,0.0,6
ziyizhang,36.625,14.495401569693287,86.8125,28.125,32.142857142857146,0.0,61.91591807408047,21.51771523749016,15141.150522849468,65.07048342216002,-0.1886982710599474,1.4827874514858883,0.3863664313354686,12,0.1666666666666666,12,0.2857142857142857,7
zolap,38.3125,17.58301737472838,-59.375,40.625,50.0,38.46153846153847,41.00540668485129,18.37065983718995,7963.082662082627,71.37716561088772,-0.5483035450851073,1.2298681396722837,0.4275741623944561,9,0.0,9,0.2857142857142857,7
abracadrabra,38.0,15.620499351813308,-15.0625,43.75,42.85714285714285,44.44444444444444,51.39259793132122,20.001390853805304,9465.23277207883,64.30966528609191,0.14705099510889,0.8813144270759924,0.2121608849109674,8,0.125,8,0.2857142857142857,7
abuz,33.125,16.11159003119597,-77.5,75.0,50.0,83.33333333333334,59.36430051862405,22.799995312429907,14885.150593537666,89.44720020583992,-0.4865510463568874,1.3361753675440209,0.2457837301587301,4,0.0,4,0.1538461538461538,13
acaya,37.25,16.233709783451637,24.5,81.25,88.88888888888889,71.42857142857143,49.99290089801715,29.52521380104453,13456.768193996792,68.80622389306599,-0.2286123209718351,2.5629419734440724,0.2789955604883463,2,0.5,2,0.1818181818181818,11
aerdna87,29.6875,11.073805428427333,73.1875,18.75,16.666666666666664,25.0,76.36557095432407,42.76555896940347,22723.093030924345,111.16920786397162,0.8430249965129673,6.058782274836324,0.5810110186803447,16,0.1875,16,0.25,4
aiutoooooooo,38.0625,14.72172431023848,-74.375,56.25,33.33333333333333,61.53846153846154,38.706243491754506,13.230271241201068,7457.534660897028,55.22279525042938,0.0758452631042345,1.101269261449015,0.3663438967727038,5,0.2,5,0.375,8
alexey561,32.5,12.12160605420475,76.125,18.75,15.384615384615383,33.33333333333333,74.61706675072504,22.910971977157864,17686.052488248944,58.115167234889846,0.5459125890062959,3.5314358117598297,0.5273095572944283,14,0.1428571428571428,14,0.25,4
ali110,33.1875,10.29704650211247,25.5625,50.0,30.0,83.33333333333334,54.59767055374384,20.5267416262405,8649.117899730378,67.9925441524038,0.1409050550421535,1.9541054359849128,0.3283002454447895,9,0.2222222222222222,9,0.3,10
amantai6969,35.5,16.737184151861786,-27.875,50.0,71.42857142857143,33.33333333333333,54.29006573739773,18.57464325308443,9434.553330680565,63.64241148705434,-0.2421900418285322,1.5432772518897395,0.4690883751287866,12,0.3333333333333333,12,0.125,8
anikulapo8,39.1875,14.48778220892809,-24.6875,43.75,28.57142857142857,55.55555555555556,57.99631030174461,25.592704403942733,12009.258672269676,71.20607057734385,-0.1741005187380208,2.014281932582024,0.4547540784579889,10,0.1,10,0.1428571428571428,7
apple-1,36.8125,16.240766607521948,-18.875,62.5,57.14285714285714,66.66666666666666,31.559320412917835,21.72558258125326,5863.556011414784,43.011334287988696,0.1244260150556604,1.319511340510973,0.2898804229088639,4,0.0,4,0.0,7
arlequeen,25.375,12.38211075167181,82.9375,62.5,66.66666666666666,0.0,85.13626607428333,34.39955080606233,19101.02268365574,144.2754347826087,0.106579998050269,1.555189743556816,0.3493960407192977,9,0.4444444444444444,9,0.2,10
