username,MeanMoves,StdMoves,MeanEloDiff,WinRate,WinRate_PosEloDiff,WinRate_NegEloDiff,Mean_ACPL,Std_ACPL,Mean_Game_ACPL_Variance,Endgame_ACPL,After_opening_ACPL
Republican1,40.875,14.347473645210158,101.75,28.125,30.76923076923077,16.666666666666664,62.79169148436304,21.4521656522486,17276.452261384504,22.221031746031745,61.321441574175985
Rezik,30.3125,15.567996017471229,-67.625,65.625,25.0,79.16666666666666,,,,,
Riham321,33.125,14.948244044034068,36.3125,46.875,55.00000000000001,33.33333333333333,46.33513243467579,24.559310941478792,10560.072374007086,51.07510737628385,130.90997406532796
Riodem,45.375,22.77388855685388,66.1875,37.5,27.27272727272727,60.0,65.662941982808,22.480224054014336,15559.931162703822,122.28578289957474,91.98383697297618
Roden,27.4375,12.247278609280238,-5.625,62.5,85.71428571428571,44.44444444444444,,,,,
Rodripay,36.5,15.453155017665486,-40.0,62.5,40.0,72.72727272727273,,,,,
RustyShackleford,35.0,12.38816639647154,25.1875,46.875,40.909090909090914,60.0,60.05196760317624,28.179326288563377,14227.12214970929,105.38400488400488,98.97786626044194
SANCH,28.625,10.320691191323704,60.625,31.25,22.22222222222222,42.85714285714285,67.8758757836942,38.20997722944691,19226.077173305246,5.5,70.06321490686815
SANOGICELLO,44.8125,15.617164702126098,-114.125,56.25,66.66666666666666,53.84615384615385,,,,,
SHOHRAT_TURKMEN,34.875,20.88340649095992,19.75,53.125,68.18181818181817,20.0,,,,,
SIiNAa,24.375,10.177589760514683,76.4375,31.25,33.33333333333333,0.0,,,,,
STANISLAV2,35.25,19.91147073087939,-89.1875,59.375,,59.375,56.4823758836964,26.64054344547262,15650.560888986884,47.329282407407405,107.39062604610285
SameFish,25.4375,10.701830061567351,-8.6875,50.0,28.57142857142857,66.66666666666666,,,,,
Santafesino,35.1875,12.613319679344263,59.0,46.875,40.0,58.333333333333336,,,,,
Schwert,34.6875,14.849102105290184,-55.5,43.75,25.0,50.0,55.96561560701851,24.12145944068771,13189.589584065552,52.49305555555557,64.03458155958155
Sergej-kms,42.5,17.076299364909246,132.9375,12.5,13.333333333333334,0.0,,,,,
Sergey88,36.9375,13.183164769255267,-76.875,78.125,50.0,100.0,,,,,
Shahmat2015,36.5625,12.633124448580933,2.375,50.0,37.5,62.5,54.163467630956475,31.22340972478117,11810.324369100572,57.71547619047619,49.25497056616919
Shahnam200,36.75,12.917688131653692,12.1875,43.75,33.33333333333333,57.14285714285714,64.20156768880162,29.95392552527205,19807.840997233878,21.653153153153152,79.25785593663302
SharkanovA,37.8125,10.722056705688512,-64.875,46.875,25.0,60.0,,,,,
Shestopalov,30.5625,15.283842230713237,102.25,34.375,34.61538461538461,33.33333333333333,86.34363629851696,44.86020823795257,33603.541003387145,33.142857142857146,48.60426757220236
Shok33,36.875,14.800337833982034,16.375,50.0,25.0,75.0,51.5862044792361,15.960611436895135,8659.556363995294,63.19014285006932,56.80917707874528
Shturmovic,30.25,11.096546009156782,-83.625,78.125,100.0,75.0,,,,,
Siam,47.1875,17.497499821403057,99.0625,34.375,25.0,100.0,,,,,
SiavashHuman,30.875,15.42238632637635,121.5,37.5,40.0,0.0,47.65948443230965,17.60097913141217,7514.087564477162,28.985000000000003,66.55653513153514
Siberia_n,25.1875,14.616058520225849,-96.75,78.125,0.0,83.33333333333334,66.77977394251724,32.05019265122352,14630.686789823847,35.19444444444444,73.73075396825398
Sicilia,41.6875,17.277031959608493,58.5625,34.375,39.285714285714285,0.0,,,,,
Sinemb,35.1875,11.046681251247666,-29.1875,65.625,75.0,56.25,,,,,
SirJamo,28.3125,14.929696357707122,111.375,18.75,21.428571428571427,0.0,,,,,
Skittles_17,32.0,13.46105493637107,-17.5625,53.125,50.0,56.25,,,,,
Smalltiger,30.5625,9.612275138245542,29.8125,50.0,57.14285714285714,44.44444444444444,,,,,
Snowden,32.0,11.809600614189568,-67.75,59.375,90.0,45.45454545454545,62.43833510681313,25.075538673076974,12440.306261949949,51.16984126984128,83.61733012358012
Sori2015,32.125,10.255892615142445,-86.375,62.5,0.0,71.42857142857143,,,,,
Stojanovic_S,30.8125,11.617336183480273,57.6875,50.0,36.36363636363637,80.0,50.57457366533069,18.98093956099305,7567.930898873986,40.017857142857146,50.08943546034339
Surgate,28.3125,13.128689957493856,81.3125,21.875,11.538461538461538,66.66666666666666,,,,,
SzoliChess,36.9375,11.036114956511344,-32.9375,56.25,37.5,62.5,,,,,
TEMPOchess,39.5625,13.836997506684751,75.9375,15.625,10.714285714285714,50.0,53.21566562102641,12.901731917695065,10538.677366316384,103.73305051430052,67.15914409737906
TJK125HQF,34.125,13.139634698118511,-71.9375,46.875,50.0,46.42857142857143,40.03994186824537,18.753821061759453,5025.16012670364,55.14155844155844,73.37773595685361
TXARUSEK,34.4375,15.709736895738684,-98.375,56.25,100.0,53.333333333333336,60.44811910984398,23.835683822821707,14261.764443943552,42.63126671122995,65.15241668616964
Talion90,33.0625,16.282787435407574,-45.9375,75.0,100.0,69.23076923076923,75.39479631552497,26.991450126593186,22436.756514978028,53.15085784313725,98.74225858290734
TheSherif,26.9375,10.908521134110403,-67.25,46.875,37.5,50.0,41.63598735671087,20.12100802227509,4873.977700623741,42.46984126984128,32.85260197129762
Thehellraiser,34.5,11.91077943153456,-60.125,68.75,100.0,61.53846153846154,,,,,
ThreeFoxes,25.875,15.555813489925022,-26.3125,43.75,50.0,33.33333333333333,64.70745650821512,29.077668952566107,17925.211742252883,37.01398601398601,96.8659290890269
Tigamelin,29.25,15.498387012847497,-19.5625,40.625,37.5,43.75,,,,,
Titzel,33.0,17.358955421722047,-11.625,50.0,55.55555555555556,42.85714285714285,,,,,
Tiziano,36.0625,17.058599981631943,-16.125,56.25,56.25,56.25,,,,,
TonoyanRob,35.8125,15.875426503457057,-14.375,37.5,7.142857142857142,61.11111111111112,,,,,
Tramtararam,30.6875,13.229858905773208,108.8125,34.375,39.285714285714285,0.0,70.76341695782236,40.00425597375363,25920.098607647302,258.95454545454544,124.88525294093382
TreborTau,36.4375,13.647802020838371,-48.6875,81.25,83.33333333333334,80.0,,,,,
Tsimp,27.75,10.0565070145321,55.3125,53.125,54.16666666666666,50.0,,,,,
UKITA66,35.5,8.861903482510591,-61.875,43.75,20.0,54.54545454545454,,,,,
Vagabond01,30.1875,11.106867245087606,66.625,46.875,46.42857142857143,50.0,,,,,
Vanraj,30.875,8.632303670901914,-39.625,31.25,25.0,33.33333333333333,44.34593394330822,23.844976872059494,6372.266297579525,8.555555555555555,70.40107709750566
Varn,33.9375,17.867918177560583,-13.375,40.625,31.25,50.0,,,,,
Vasya_Herov,30.8125,17.444077313900365,32.25,53.125,75.0,16.666666666666664,38.1845399902611,17.782906694472643,6344.57464391438,36.56190476190476,61.54210939931528
Viramundo,33.625,14.51837915654958,18.875,50.0,42.85714285714285,50.0,,,,,
Watermark,33.25,13.508022307749815,14.375,59.375,62.5,66.66666666666666,,,,,
WestFighter,38.75,13.051181300301264,53.4375,31.25,35.714285714285715,0.0,,,,,
